order_item_id,order_id,product_id,quantity,unit_price,total_price
92,27,150,3,492.33,1476.99
93,27,57,2,51.21,102.42
94,28,6,1,143.75,143.75
95,28,138,2,236.43,472.86
96,29,132,2,18.75,37.5
97,30,126,2,88.03,176.06
98,30,155,3,487.6,1462.8
99,31,15,3,133.8,401.4
100,31,93,2,133.73,267.46
101,31,38,3,173.66,520.98
102,31,110,2,368.32,736.64
103,31,99,2,428.56,857.12
104,32,73,2,95.14,190.28
105,33,79,2,242.05,484.1
106,33,144,1,120.51,120.51
107,33,56,3,104.64,313.92
108,34,190,2,310.34,620.68
109,34,114,2,382.45,764.9
110,34,42,3,352.51,1057.53
111,34,109,3,25.34,76.02
112,35,36,3,87.1,261.3
113,35,154,1,203.82,203.82
114,35,37,1,88.6,88.6
115,35,78,2,357.2,714.4
116,36,86,1,327.31,327.31
117,36,152,2,237.65,475.3
118,36,23,1,495.82,495.82
119,36,105,3,122.73,368.19
120,36,70,2,97.95,195.9
121,37,143,2,283.62,567.24
122,37,182,3,412.51,1237.53
123,38,52,1,10.55,10.55
124,38,98,2,60.07,120.14
125,39,126,1,88.03,88.03
126,39,78,3,357.2,1071.6
127,39,78,2,357.2,714.4
128,39,144,3,120.51,361.53
129,39,119,1,375.46,375.46
130,40,1,1,27.08,27.08
131,41,77,3,387.78,1163.34
132,41,163,2,81.5,163.0
133,41,32,3,369.62,1108.86
134,42,107,1,435.35,435.35
135,42,126,3,88.03,264.09
136,42,166,1,19.0,19.0
137,43,31,2,433.6,867.2
138,44,18,3,33.9,101.7
139,44,191,2,156.43,312.86
140,44,149,2,222.29,444.58
141,44,145,2,88.8,177.6
142,45,161,3,364.9,1094.7
143,45,122,3,360.31,1080.93
144,45,31,2,433.6,867.2
145,46,188,3,301.44,904.32
146,46,5,2,201.67,403.34
147,46,42,3,352.51,1057.53
148,46,15,1,133.8,133.8
149,46,82,2,427.68,855.36
150,47,92,1,411.2,411.2
151,47,14,2,147.88,295.76
152,48,108,3,481.99,1445.97
153,48,92,1,411.2,411.2
154,48,75,2,474.18,948.36
155,49,164,1,60.37,60.37
156,49,132,1,18.75,18.75
157,49,197,3,247.36,742.08
158,49,47,1,440.75,440.75
159,49,154,1,203.82,203.82
160,50,83,2,495.17,990.34
161,50,176,2,414.01,828.02
162,50,70,3,97.95,293.85
163,50,179,3,488.96,1466.88
164,50,93,1,133.73,133.73
165,51,149,2,222.29,444.58
166,51,37,1,88.6,88.6
167,51,36,3,87.1,261.3
168,51,73,2,95.14,190.28
169,51,200,2,302.76,605.52
170,52,88,1,197.97,197.97
171,52,27,1,454.19,454.19
172,52,40,3,465.74,1397.22
173,52,57,1,51.21,51.21
174,53,158,3,380.96,1142.88
175,53,135,3,456.8,1370.4
176,53,183,3,30.18,90.54
177,53,180,1,108.42,108.42
178,53,107,2,435.35,870.7
179,54,30,1,276.45,276.45
180,55,123,2,285.75,571.5
181,56,177,2,185.32,370.64
182,56,36,2,87.1,174.2
183,56,153,3,343.42,1030.26
184,57,45,3,481.04,1443.12
185,57,78,1,357.2,357.2
186,57,191,1,156.43,156.43
187,58,33,3,265.42,796.26
188,58,37,3,88.6,265.8
189,59,79,1,242.05,242.05
190,59,54,1,380.75,380.75
191,60,109,3,25.34,76.02
192,61,20,1,481.44,481.44
193,62,194,2,316.4,632.8
194,62,11,1,171.24,171.24
195,62,28,1,289.95,289.95
196,62,169,3,179.55,538.65
197,63,16,2,12.49,24.98
198,63,31,2,433.6,867.2
199,63,12,1,466.48,466.48
200,63,78,3,357.2,1071.6
201,63,3,1,431.46,431.46
202,64,155,1,487.6,487.6
203,65,52,1,10.55,10.55
204,65,172,2,45.48,90.96
205,65,8,1,31.74,31.74
206,65,38,3,173.66,520.98
207,65,72,3,396.52,1189.56
208,66,91,1,192.2,192.2
209,66,129,3,85.29,255.87
210,66,157,1,331.92,331.92
211,67,146,1,329.24,329.24
212,67,26,3,262.88,788.64
213,67,196,1,310.01,310.01
214,67,136,1,484.08,484.08
215,67,184,1,338.49,338.49
216,68,44,3,442.0,1326.0
217,68,2,3,448.51,1345.53
218,68,26,1,262.88,262.88
219,69,182,2,412.51,825.02
220,69,94,3,10.5,31.5
221,69,151,1,83.29,83.29
222,69,113,3,482.62,1447.86
223,69,28,1,289.95,289.95
224,70,98,2,60.07,120.14
225,70,55,3,136.76,410.28
226,70,59,2,284.32,568.64
227,71,195,2,393.88,787.76
228,72,120,1,108.18,108.18
229,73,35,2,130.19,260.38
230,73,196,2,310.01,620.02
231,73,181,2,349.67,699.34
232,73,143,3,283.62,850.86
233,73,11,1,171.24,171.24
234,74,127,1,109.81,109.81
235,74,99,2,428.56,857.12
236,74,117,3,167.16,501.48
237,75,176,2,414.01,828.02
238,75,58,3,169.95,509.85
239,75,105,2,122.73,245.46
240,76,49,1,411.77,411.77
241,76,122,3,360.31,1080.93
242,76,95,1,87.88,87.88
243,76,4,3,234.14,702.42
244,77,173,1,271.78,271.78
245,77,102,2,156.2,312.4
246,77,134,3,154.14,462.42
247,77,174,1,442.44,442.44
248,78,37,2,88.6,177.2
249,79,178,3,167.83,503.49
250,79,27,3,454.19,1362.57
251,79,44,1,442.0,442.0
252,79,94,1,10.5,10.5
253,80,52,3,10.55,31.65
254,80,104,1,388.68,388.68
255,80,60,2,66.76,133.52
256,81,72,3,396.52,1189.56
257,81,197,3,247.36,742.08
258,81,152,2,237.65,475.3
259,81,194,3,316.4,949.2
260,82,92,2,411.2,822.4
261,82,171,3,471.21,1413.63
262,82,104,2,388.68,777.36
263,82,131,2,269.87,539.74
264,83,197,2,247.36,494.72
265,83,28,1,289.95,289.95
266,84,126,2,88.03,176.06
267,84,60,3,66.76,200.28
268,84,35,1,130.19,130.19
269,85,189,1,312.14,312.14
270,86,128,3,54.67,164.01
271,87,46,2,238.08,476.16
272,88,174,2,442.44,884.88
273,88,40,2,465.74,931.48
274,88,160,3,454.83,1364.49
275,88,25,1,442.62,442.62
276,88,170,3,390.14,1170.42
277,89,120,1,108.18,108.18
278,89,76,3,91.53,274.59
279,89,128,2,54.67,109.34
280,89,130,2,232.31,464.62
281,90,88,3,197.97,593.91
282,90,140,1,303.18,303.18
283,90,196,1,310.01,310.01
284,90,111,1,455.67,455.67
285,90,99,2,428.56,857.12
286,91,97,2,472.71,945.42
287,91,118,1,364.97,364.97
288,91,9,1,427.57,427.57
289,92,169,2,179.55,359.1
290,92,181,1,349.67,349.67
291,92,126,2,88.03,176.06
292,92,35,2,130.19,260.38
293,92,184,2,338.49,676.98
294,93,196,1,310.01,310.01
295,93,146,3,329.24,987.72
296,93,126,3,88.03,264.09
297,93,142,3,131.29,393.87
298,94,147,2,169.7,339.4
299,94,122,3,360.31,1080.93
300,94,41,3,61.86,185.58
301,94,15,2,133.8,267.6
302,94,68,2,421.66,843.32
303,95,97,3,472.71,1418.13
304,95,174,2,442.44,884.88
305,95,197,2,247.36,494.72
306,95,83,1,495.17,495.17
307,95,8,3,31.74,95.22
308,96,33,2,265.42,530.84
309,97,190,3,310.34,931.02
310,97,7,3,243.57,730.71
311,97,88,2,197.97,395.94
312,98,110,2,368.32,736.64
313,99,106,2,74.35,148.7
314,99,15,3,133.8,401.4
315,99,63,1,411.15,411.15
316,100,166,2,19.0,38.0
317,100,152,1,237.65,237.65
318,101,79,1,242.05,242.05
319,102,44,1,442.0,442.0
320,102,138,2,236.43,472.86
321,102,10,2,27.36,54.72
322,103,146,3,329.24,987.72
323,103,108,2,481.99,963.98
324,103,6,3,143.75,431.25
325,103,121,3,435.38,1306.14
326,104,82,2,427.68,855.36
327,105,100,2,268.24,536.48
328,105,147,1,169.7,169.7
329,105,126,1,88.03,88.03
330,105,177,3,185.32,555.96
331,105,53,2,282.53,565.06
332,106,129,3,85.29,255.87
333,106,87,1,301.25,301.25
334,106,158,2,380.96,761.92
335,106,94,2,10.5,21.0
336,107,128,3,54.67,164.01
337,107,20,3,481.44,1444.32
338,108,74,2,387.72,775.44
339,108,13,2,370.25,740.5
340,109,103,1,421.57,421.57
341,109,160,3,454.83,1364.49
342,109,24,3,40.14,120.42
343,109,149,1,222.29,222.29
344,109,152,2,237.65,475.3
345,110,18,3,33.9,101.7
346,110,136,2,484.08,968.16
347,110,110,1,368.32,368.32
348,111,20,3,481.44,1444.32
349,111,78,3,357.2,1071.6
350,111,77,2,387.78,775.56
351,112,81,1,46.6,46.6
352,112,107,2,435.35,870.7
353,112,65,3,148.84,446.52
354,112,132,2,18.75,37.5
355,112,172,3,45.48,136.44
356,113,5,3,201.67,605.01
357,113,181,3,349.67,1049.01
358,114,148,2,299.23,598.46
359,114,55,3,136.76,410.28
360,115,69,3,202.15,606.45
361,115,137,3,100.87,302.61
362,115,197,2,247.36,494.72
363,115,145,3,88.8,266.4
364,116,134,1,154.14,154.14
365,117,119,1,375.46,375.46
366,117,62,1,14.45,14.45
367,117,192,3,468.25,1404.75
368,118,112,2,430.11,860.22
369,118,82,1,427.68,427.68
370,118,163,1,81.5,81.5
371,119,69,2,202.15,404.3
372,119,166,1,19.0,19.0
373,119,66,3,19.03,57.09
374,119,154,1,203.82,203.82
375,120,62,1,14.45,14.45
376,120,39,1,126.96,126.96
377,120,8,1,31.74,31.74
378,120,80,2,38.38,76.76
379,121,144,2,120.51,241.02
380,121,109,3,25.34,76.02
381,121,10,1,27.36,27.36
382,121,41,2,61.86,123.72
383,122,8,2,31.74,63.48
384,122,72,3,396.52,1189.56
385,123,46,3,238.08,714.24
386,123,11,3,171.24,513.72
387,123,125,1,276.18,276.18
388,123,15,1,133.8,133.8
389,123,81,3,46.6,139.8
390,124,17,2,350.9,701.8
391,124,94,3,10.5,31.5
392,124,169,1,179.55,179.55
393,125,186,1,70.87,70.87
394,125,61,1,194.58,194.58
395,125,147,3,169.7,509.1
396,125,129,1,85.29,85.29
397,126,171,3,471.21,1413.63
398,126,199,3,280.97,842.91
399,126,65,2,148.84,297.68
400,126,24,1,40.14,40.14
401,126,154,1,203.82,203.82
402,127,85,3,228.52,685.56
403,127,189,2,312.14,624.28
404,127,192,3,468.25,1404.75
405,128,109,1,25.34,25.34
406,128,37,1,88.6,88.6
407,129,55,2,136.76,273.52
408,129,113,2,482.62,965.24
409,130,151,1,83.29,83.29
410,130,126,3,88.03,264.09
411,130,96,3,239.58,718.74
412,131,82,3,427.68,1283.04
413,132,122,3,360.31,1080.93
414,132,64,2,72.94,145.88
415,132,38,2,173.66,347.32
416,132,122,3,360.31,1080.93
417,133,79,1,242.05,242.05
418,133,166,3,19.0,57.0
419,133,9,3,427.57,1282.71
420,134,177,3,185.32,555.96
421,135,65,3,148.84,446.52
422,135,99,2,428.56,857.12
423,136,176,1,414.01,414.01
424,136,137,1,100.87,100.87
425,136,114,2,382.45,764.9
426,137,101,2,414.7,829.4
427,138,24,1,40.14,40.14
428,138,77,1,387.78,387.78
429,138,42,2,352.51,705.02
430,139,197,3,247.36,742.08
431,139,105,1,122.73,122.73
432,139,71,1,379.31,379.31
433,140,121,3,435.38,1306.14
434,140,106,2,74.35,148.7
435,140,184,2,338.49,676.98
436,140,26,1,262.88,262.88
437,141,130,1,232.31,232.31
438,141,91,2,192.2,384.4
439,141,155,3,487.6,1462.8
440,142,189,2,312.14,624.28
441,142,117,3,167.16,501.48
442,142,8,1,31.74,31.74
443,142,165,3,289.74,869.22
444,142,48,3,12.52,37.56
445,143,165,1,289.74,289.74
446,143,1,2,27.08,54.16
447,143,52,3,10.55,31.65
448,143,79,2,242.05,484.1
449,144,22,1,448.3,448.3
450,144,41,1,61.86,61.86
451,144,133,3,400.43,1201.29
452,144,197,3,247.36,742.08
453,144,196,1,310.01,310.01
454,145,176,2,414.01,828.02
455,145,82,2,427.68,855.36
456,145,123,3,285.75,857.25
457,145,35,2,130.19,260.38
458,145,45,3,481.04,1443.12
459,146,84,2,341.27,682.54
460,146,51,1,455.26,455.26
461,146,107,2,435.35,870.7
462,146,47,2,440.75,881.5
463,146,97,3,472.71,1418.13
464,147,6,1,143.75,143.75
465,147,143,3,283.62,850.86
466,148,161,1,364.9,364.9
467,148,23,2,495.82,991.64
468,148,51,2,455.26,910.52
469,148,180,1,108.42,108.42
470,148,13,2,370.25,740.5
471,149,110,3,368.32,1104.96
472,149,67,1,221.8,221.8
473,149,23,2,495.82,991.64
474,149,44,3,442.0,1326.0
475,149,31,1,433.6,433.6
476,150,112,2,430.11,860.22
477,150,173,2,271.78,543.56
478,150,31,1,433.6,433.6
479,150,183,1,30.18,30.18
480,150,49,2,411.77,823.54
481,151,192,2,468.25,936.5
482,151,98,1,60.07,60.07
483,151,111,1,455.67,455.67
484,152,56,2,104.64,209.28
485,152,187,3,449.15,1347.45
486,152,49,2,411.77,823.54
487,152,47,2,440.75,881.5
488,152,38,1,173.66,173.66
489,153,68,1,421.66,421.66
490,153,159,2,476.8,953.6
491,153,64,2,72.94,145.88
492,154,176,3,414.01,1242.03
493,154,118,1,364.97,364.97
494,154,3,2,431.46,862.92
495,154,35,2,130.19,260.38
496,154,178,2,167.83,335.66
497,155,183,2,30.18,60.36
498,155,182,2,412.51,825.02
499,156,66,1,19.03,19.03
500,156,25,3,442.62,1327.86
501,156,16,1,12.49,12.49
502,156,86,1,327.31,327.31
503,156,121,2,435.38,870.76
504,157,172,3,45.48,136.44
505,157,182,3,412.51,1237.53
506,157,12,1,466.48,466.48
507,157,65,3,148.84,446.52
508,157,159,2,476.8,953.6
509,158,102,3,156.2,468.6
510,158,95,1,87.88,87.88
511,158,144,1,120.51,120.51
512,159,46,2,238.08,476.16
513,159,44,3,442.0,1326.0
514,159,127,2,109.81,219.62
515,159,120,1,108.18,108.18
516,159,23,2,495.82,991.64
517,160,111,1,455.67,455.67
518,160,67,1,221.8,221.8
519,160,81,1,46.6,46.6
520,160,33,2,265.42,530.84
521,160,72,3,396.52,1189.56
522,161,111,2,455.67,911.34
523,161,68,3,421.66,1264.98
524,161,195,2,393.88,787.76
525,162,81,2,46.6,93.2
526,162,43,2,102.72,205.44
527,162,189,2,312.14,624.28
528,162,196,1,310.01,310.01
529,162,143,3,283.62,850.86
530,163,14,1,147.88,147.88
531,163,39,1,126.96,126.96
532,163,59,1,284.32,284.32
533,163,10,2,27.36,54.72
534,164,42,3,352.51,1057.53
535,164,120,2,108.18,216.36
536,164,30,2,276.45,552.9
537,165,114,2,382.45,764.9
538,166,125,2,276.18,552.36
539,166,127,1,109.81,109.81
540,166,185,1,476.26,476.26
541,166,32,2,369.62,739.24
542,166,24,1,40.14,40.14
543,167,47,1,440.75,440.75
544,167,192,3,468.25,1404.75
545,167,70,3,97.95,293.85
546,168,55,3,136.76,410.28
547,168,2,3,448.51,1345.53
548,168,197,3,247.36,742.08
549,168,47,2,440.75,881.5
550,168,20,1,481.44,481.44
551,169,174,1,442.44,442.44
552,169,85,1,228.52,228.52
553,169,73,3,95.14,285.42
554,169,175,1,50.43,50.43
555,170,96,3,239.58,718.74
556,170,28,2,289.95,579.9
557,170,40,1,465.74,465.74
558,170,21,2,63.64,127.28
559,171,117,3,167.16,501.48
560,171,69,3,202.15,606.45
561,171,169,1,179.55,179.55
562,171,85,1,228.52,228.52
563,172,116,2,162.86,325.72
564,172,188,3,301.44,904.32
565,172,146,1,329.24,329.24
566,172,55,1,136.76,136.76
567,172,165,2,289.74,579.48
568,173,15,3,133.8,401.4
569,173,19,3,270.98,812.94
570,173,155,2,487.6,975.2
571,174,103,2,421.57,843.14
572,175,62,2,14.45,28.9
573,175,23,1,495.82,495.82
574,176,42,2,352.51,705.02
575,176,200,2,302.76,605.52
576,177,166,3,19.0,57.0
577,177,40,1,465.74,465.74
578,177,77,2,387.78,775.56
579,178,189,2,312.14,624.28
580,178,176,3,414.01,1242.03
581,178,34,2,435.4,870.8
582,178,171,1,471.21,471.21
583,179,132,1,18.75,18.75
584,179,126,2,88.03,176.06
585,179,100,2,268.24,536.48
586,180,145,3,88.8,266.4
587,180,109,1,25.34,25.34
588,180,194,2,316.4,632.8
589,181,158,1,380.96,380.96
590,181,112,3,430.11,1290.33
591,181,110,1,368.32,368.32
592,182,132,2,18.75,37.5
593,183,174,1,442.44,442.44
594,183,166,3,19.0,57.0
595,183,183,1,30.18,30.18
596,183,127,3,109.81,329.43
597,184,22,2,448.3,896.6
598,184,120,2,108.18,216.36
599,184,21,2,63.64,127.28
600,184,77,1,387.78,387.78
601,184,33,3,265.42,796.26
602,185,64,3,72.94,218.82
603,185,110,2,368.32,736.64
604,185,146,1,329.24,329.24
605,186,20,1,481.44,481.44
606,186,132,1,18.75,18.75
607,186,131,2,269.87,539.74
608,186,106,1,74.35,74.35
609,186,119,3,375.46,1126.38
610,187,65,2,148.84,297.68
611,187,66,3,19.03,57.09
612,187,21,3,63.64,190.92
613,187,5,1,201.67,201.67
614,187,190,3,310.34,931.02
615,188,46,1,238.08,238.08
616,188,101,1,414.7,414.7
617,188,22,2,448.3,896.6
618,188,181,2,349.67,699.34
619,189,151,3,83.29,249.87
620,189,117,3,167.16,501.48
621,189,116,3,162.86,488.58
622,190,88,1,197.97,197.97
623,190,55,1,136.76,136.76
624,190,21,3,63.64,190.92
625,191,67,3,221.8,665.4
626,191,28,2,289.95,579.9
627,191,137,1,100.87,100.87
628,191,2,2,448.51,897.02
629,191,30,1,276.45,276.45
630,192,168,2,113.07,226.14
631,192,118,3,364.97,1094.91
632,193,169,3,179.55,538.65
633,193,155,3,487.6,1462.8
634,193,125,2,276.18,552.36
635,193,159,3,476.8,1430.4
636,194,177,3,185.32,555.96
637,194,177,3,185.32,555.96
638,194,102,2,156.2,312.4
639,195,33,1,265.42,265.42
640,196,49,1,411.77,411.77
641,197,179,1,488.96,488.96
642,198,54,2,380.75,761.5
643,199,167,1,246.35,246.35
644,199,112,3,430.11,1290.33
645,200,49,1,411.77,411.77
646,200,78,2,357.2,714.4
647,200,38,2,173.66,347.32
648,200,109,1,25.34,25.34
649,200,30,1,276.45,276.45
650,201,190,3,310.34,931.02
651,201,114,2,382.45,764.9
652,202,6,2,143.75,287.5
653,202,150,1,492.33,492.33
654,202,52,2,10.55,21.1
655,202,146,2,329.24,658.48
656,203,86,1,327.31,327.31
657,204,162,3,377.09,1131.27
658,205,107,2,435.35,870.7
659,205,189,3,312.14,936.42
660,205,153,3,343.42,1030.26
661,205,142,2,131.29,262.58
662,206,125,2,276.18,552.36
663,207,132,3,18.75,56.25
664,207,186,3,70.87,212.61
665,207,174,2,442.44,884.88
666,207,60,3,66.76,200.28
667,208,136,1,484.08,484.08
668,209,148,2,299.23,598.46
669,209,142,1,131.29,131.29
670,209,69,3,202.15,606.45
671,209,107,2,435.35,870.7
672,210,127,3,109.81,329.43
673,211,115,3,226.73,680.19
674,211,112,1,430.11,430.11
675,211,42,2,352.51,705.02
676,212,121,2,435.38,870.76
677,212,113,1,482.62,482.62
678,213,57,3,51.21,153.63
679,213,176,2,414.01,828.02
680,213,155,3,487.6,1462.8
681,213,169,2,179.55,359.1
682,213,34,2,435.4,870.8
683,214,107,3,435.35,1306.05
684,214,168,3,113.07,339.21
685,214,93,2,133.73,267.46
686,214,42,3,352.51,1057.53
687,215,73,3,95.14,285.42
688,215,192,1,468.25,468.25
689,216,34,1,435.4,435.4
690,216,52,1,10.55,10.55
691,216,156,2,363.72,727.44
692,216,26,2,262.88,525.76
693,217,78,1,357.2,357.2
694,217,54,3,380.75,1142.25
695,217,13,1,370.25,370.25
696,217,92,2,411.2,822.4
697,218,174,1,442.44,442.44
698,218,45,3,481.04,1443.12
699,218,9,1,427.57,427.57
700,219,111,1,455.67,455.67
701,219,159,1,476.8,476.8
702,219,31,3,433.6,1300.8
703,220,125,2,276.18,552.36
704,220,88,2,197.97,395.94
705,221,198,3,333.8,1001.4
706,222,39,3,126.96,380.88
707,222,132,3,18.75,56.25
708,222,172,1,45.48,45.48
709,223,113,2,482.62,965.24
710,224,28,3,289.95,869.85
711,225,27,3,454.19,1362.57
712,225,11,3,171.24,513.72
713,225,27,1,454.19,454.19
714,225,162,1,377.09,377.09
715,225,53,2,282.53,565.06
716,226,187,2,449.15,898.3
717,226,182,2,412.51,825.02
718,227,128,3,54.67,164.01
719,227,26,1,262.88,262.88
720,227,166,2,19.0,38.0
721,227,86,1,327.31,327.31
722,227,32,1,369.62,369.62
723,228,107,1,435.35,435.35
724,228,63,2,411.15,822.3
725,228,88,2,197.97,395.94
726,228,130,1,232.31,232.31
727,229,69,2,202.15,404.3
728,230,93,3,133.73,401.19
729,230,171,1,471.21,471.21
730,230,39,3,126.96,380.88
731,230,108,1,481.99,481.99
732,231,110,2,368.32,736.64
733,231,105,2,122.73,245.46
734,232,175,2,50.43,100.86
735,232,8,2,31.74,63.48
736,232,38,1,173.66,173.66
737,232,184,3,338.49,1015.47
738,232,18,1,33.9,33.9
739,233,81,2,46.6,93.2
740,233,198,1,333.8,333.8
741,233,112,1,430.11,430.11
742,234,195,1,393.88,393.88
743,234,170,3,390.14,1170.42
744,234,39,3,126.96,380.88
745,234,15,3,133.8,401.4
746,235,76,2,91.53,183.06
747,235,103,3,421.57,1264.71
748,235,180,3,108.42,325.26
749,235,78,3,357.2,1071.6
750,235,191,2,156.43,312.86
751,236,3,2,431.46,862.92
752,236,136,3,484.08,1452.24
753,236,38,3,173.66,520.98
754,237,115,3,226.73,680.19
755,237,53,3,282.53,847.59
756,237,160,3,454.83,1364.49
757,237,167,2,246.35,492.7
758,238,167,2,246.35,492.7
759,238,199,1,280.97,280.97
760,238,78,1,357.2,357.2
761,239,138,2,236.43,472.86
762,240,186,3,70.87,212.61
763,240,190,1,310.34,310.34
764,240,134,3,154.14,462.42
765,240,73,1,95.14,95.14
766,241,131,3,269.87,809.61
767,242,134,2,154.14,308.28
768,242,194,3,316.4,949.2
769,242,41,1,61.86,61.86
770,243,139,3,10.6,31.8
771,244,62,2,14.45,28.9
772,244,186,2,70.87,141.74
773,244,130,1,232.31,232.31
774,245,96,2,239.58,479.16
775,246,91,1,192.2,192.2
776,246,13,3,370.25,1110.75
777,246,32,2,369.62,739.24
778,246,77,3,387.78,1163.34
779,246,189,1,312.14,312.14
780,247,87,1,301.25,301.25
781,247,191,3,156.43,469.29
782,247,145,3,88.8,266.4
783,247,161,3,364.9,1094.7
784,248,153,1,343.42,343.42
785,248,90,2,412.54,825.08
786,248,73,3,95.14,285.42
787,248,184,3,338.49,1015.47
788,248,173,1,271.78,271.78
789,249,134,3,154.14,462.42
790,249,64,1,72.94,72.94
791,249,84,3,341.27,1023.81
792,249,150,1,492.33,492.33
793,250,117,1,167.16,167.16
794,250,38,3,173.66,520.98
795,250,109,2,25.34,50.68
796,251,24,1,40.14,40.14
797,252,34,2,435.4,870.8
798,252,55,2,136.76,273.52
799,252,20,2,481.44,962.88
800,252,174,3,442.44,1327.32
801,253,151,3,83.29,249.87
802,253,133,2,400.43,800.86
803,253,68,3,421.66,1264.98
804,253,128,3,54.67,164.01
805,254,113,3,482.62,1447.86
806,254,126,3,88.03,264.09
807,254,107,1,435.35,435.35
808,254,37,3,88.6,265.8
809,255,125,3,276.18,828.54
810,255,118,1,364.97,364.97
811,256,136,1,484.08,484.08
812,256,178,1,167.83,167.83
813,256,117,2,167.16,334.32
814,256,9,3,427.57,1282.71
815,256,41,3,61.86,185.58
816,257,31,3,433.6,1300.8
817,257,105,1,122.73,122.73
818,257,31,2,433.6,867.2
819,258,75,1,474.18,474.18
820,258,134,1,154.14,154.14
821,258,31,2,433.6,867.2
822,258,79,2,242.05,484.1
823,258,78,2,357.2,714.4
824,259,8,1,31.74,31.74
825,259,37,3,88.6,265.8
826,259,108,1,481.99,481.99
827,259,79,2,242.05,484.1
828,260,47,3,440.75,1322.25
829,260,126,1,88.03,88.03
830,261,141,2,307.58,615.16
831,262,12,2,466.48,932.96
832,263,147,2,169.7,339.4
833,263,145,2,88.8,177.6
834,263,87,2,301.25,602.5
835,263,122,3,360.31,1080.93
836,264,34,1,435.4,435.4
837,264,130,3,232.31,696.93
838,264,118,2,364.97,729.94
839,264,171,2,471.21,942.42
840,264,39,3,126.96,380.88
841,265,23,3,495.82,1487.46
842,265,171,3,471.21,1413.63
843,265,105,2,122.73,245.46
844,266,102,2,156.2,312.4
845,266,139,1,10.6,10.6
846,267,189,2,312.14,624.28
847,267,166,1,19.0,19.0
848,267,43,3,102.72,308.16
849,267,7,3,243.57,730.71
850,268,144,3,120.51,361.53
851,268,32,3,369.62,1108.86
852,268,144,1,120.51,120.51
853,269,159,3,476.8,1430.4
854,269,148,1,299.23,299.23
855,270,134,1,154.14,154.14
856,270,193,2,474.2,948.4
857,270,129,1,85.29,85.29
858,270,31,3,433.6,1300.8
859,270,137,1,100.87,100.87
860,271,71,1,379.31,379.31
861,272,181,3,349.67,1049.01
862,272,114,1,382.45,382.45
863,273,156,2,363.72,727.44
864,273,103,3,421.57,1264.71
