order_id,customer_id,order_date,order_status
234,648,2023-05-07,completed
235,980,2023-06-02,completed
236,515,2023-01-17,completed
237,656,2023-08-19,completed
238,542,2023-05-15,completed
239,237,2023-06-28,cancelled
240,279,2023-02-14,completed
241,348,2023-08-13,pending
242,627,2023-03-02,cancelled
243,104,2023-05-02,completed
244,630,2023-04-18,completed
245,517,2023-10-29,completed
246,980,2023-12-19,completed
247,872,2023-06-29,completed
248,248,2023-12-30,completed
249,364,2023-11-09,cancelled
250,321,2023-11-20,completed
251,633,2023-08-08,completed
252,286,2023-03-26,completed
253,149,2023-11-12,cancelled
254,84,2023-03-13,completed
255,966,2023-04-16,refunded
256,406,2023-04-16,completed
257,978,2023-01-31,completed
258,456,2023-10-19,completed
259,743,2023-06-29,completed
260,800,2023-09-30,completed
261,161,2023-05-24,completed
262,784,2023-11-02,completed
263,460,2023-10-03,completed
264,550,2023-03-28,completed
265,500,2023-06-15,pending
266,738,2023-12-27,completed
267,509,2023-05-30,completed
268,654,2023-05-29,completed
269,804,2023-10-21,completed
270,481,2023-05-17,completed
271,663,2023-09-21,completed
272,114,2023-12-14,completed
273,749,2023-02-18,completed
274,578,2023-03-11,completed
275,361,2023-07-30,completed
276,341,2023-01-31,completed
277,770,2023-05-22,completed
278,987,2023-12-02,completed
279,761,2023-03-06,completed
280,969,2023-12-26,completed
281,449,2023-03-09,cancelled
282,843,2023-05-08,completed
283,835,2023-03-16,completed
284,180,2023-12-31,completed
285,702,2023-06-14,completed
286,407,2023-05-07,completed
287,666,2023-12-13,completed
288,196,2023-07-21,completed
289,466,2023-09-08,completed
290,311,2023-03-14,completed
291,262,2023-10-23,completed
292,419,2023-11-20,completed
293,406,2023-05-18,completed
294,939,2023-11-18,completed
295,143,2023-08-01,completed
296,342,2023-07-12,completed
297,316,2023-08-20,completed
298,101,2023-02-08,completed
299,244,2023-11-21,completed
300,490,2023-02-17,completed
301,12,2023-07-26,completed
302,239,2023-09-21,completed
303,561,2023-05-23,completed
304,42,2023-12-22,completed
305,678,2023-07-08,completed
306,594,2023-08-21,completed
307,429,2023-09-07,completed
308,803,2023-06-17,completed
309,158,2023-10-25,completed
310,216,2023-01-02,completed
311,670,2023-02-17,completed
312,462,2023-08-23,pending
313,134,2023-11-22,completed
314,67,2023-12-07,cancelled
315,848,2023-12-24,completed
316,7,2023-07-03,completed
317,948,2023-02-02,completed
318,526,2023-10-01,completed
319,73,2023-07-23,completed
320,399,2023-04-22,completed
321,405,2023-08-08,completed
322,675,2023-04-19,cancelled
323,578,2023-09-11,completed
324,859,2023-05-18,completed
325,130,2023-06-15,completed
326,931,2023-05-26,completed
327,466,2023-06-22,completed
328,206,2023-10-08,completed
329,788,2023-10-23,completed
330,978,2023-03-08,completed
331,768,2023-10-17,completed
332,266,2023-09-06,refunded
333,537,2023-06-25,completed
334,962,2023-12-16,cancelled
335,793,2023-01-25,completed
336,253,2023-01-24,completed
337,822,2023-02-20,completed
338,289,2023-11-17,completed
339,164,2023-08-24,completed
340,95,2023-01-09,completed
341,782,2023-03-05,completed
342,833,2023-03-22,completed
343,110,2023-08-14,completed
344,336,2023-08-22,completed
345,822,2023-01-01,completed
346,238,2023-08-08,completed
347,381,2023-04-14,completed
348,436,2023-12-19,completed
349,899,2023-03-09,cancelled
350,483,2023-11-29,completed
351,937,2023-06-04,completed
352,902,2023-03-23,completed
353,25,2023-05-21,completed
354,653,2023-02-17,completed
355,117,2023-12-02,completed
356,482,2023-07-04,completed
357,392,2023-05-09,completed
358,917,2023-02-12,completed
359,994,2023-07-10,completed
360,964,2023-12-07,completed
361,537,2023-11-29,pending
362,79,2023-03-26,completed
363,580,2023-01-27,completed
364,173,2023-07-22,completed
365,956,2023-11-17,completed
366,12,2023-06-06,refunded
367,800,2023-12-25,completed
368,128,2023-04-30,pending
369,608,2023-08-08,completed
370,92,2023-12-02,completed
371,653,2023-02-16,completed
372,543,2023-12-27,completed
373,846,2023-02-18,cancelled
374,532,2023-01-01,completed
375,658,2023-04-20,completed
376,989,2023-09-02,completed
377,828,2023-02-09,completed
378,447,2023-03-09,completed
379,390,2023-10-31,completed
380,672,2023-04-26,completed
381,861,2023-09-23,completed
382,43,2023-12-15,pending
383,254,2023-08-16,completed
384,130,2023-01-05,completed
385,60,2023-01-05,completed
386,663,2023-12-23,completed
387,467,2023-06-25,completed
388,287,2023-03-03,completed
389,517,2023-08-05,completed
390,467,2023-12-22,refunded
391,930,2023-03-09,completed
392,778,2023-09-02,completed
393,345,2023-02-06,completed
394,642,2023-04-28,completed
395,382,2023-07-16,completed
396,779,2023-02-15,cancelled
397,690,2023-02-22,pending
398,253,2023-02-22,pending
399,927,2023-06-10,refunded
400,56,2023-07-08,completed
401,463,2023-06-03,completed
402,457,2023-03-12,completed
403,983,2023-07-15,completed
404,83,2023-03-10,completed
405,905,2023-11-25,completed
406,99,2023-12-13,completed
407,149,2023-03-15,completed
408,329,2023-02-05,completed
409,156,2023-09-29,completed
410,190,2023-10-16,completed
411,494,2023-01-05,completed
412,883,2023-11-09,completed
413,263,2023-11-29,completed
414,80,2023-03-26,completed
415,400,2023-08-14,completed
416,764,2023-06-29,completed
417,609,2023-04-20,completed
418,260,2023-11-18,completed
419,772,2023-03-19,completed
420,615,2023-07-30,completed
421,552,2023-11-12,completed
422,785,2023-12-18,completed
423,101,2023-08-15,completed
424,359,2023-04-22,completed
425,380,2023-02-14,completed
426,820,2023-02-21,completed
427,221,2023-03-13,completed
428,820,2023-03-05,completed
429,420,2023-10-29,completed
430,124,2023-07-16,completed
431,422,2023-06-29,completed
432,231,2023-08-08,completed
433,690,2023-06-11,completed
434,63,2023-03-13,completed
435,485,2023-05-07,completed
436,628,2023-05-22,completed
437,703,2023-11-27,cancelled
438,574,2023-02-13,completed
439,768,2023-05-08,completed
440,483,2023-10-11,completed
441,519,2023-11-04,completed
442,155,2023-11-04,completed
443,92,2023-11-08,completed
444,982,2023-05-26,completed
445,526,2023-12-20,pending
446,455,2023-01-14,completed
447,741,2023-12-04,completed
448,598,2023-06-04,pending
449,645,2023-04-16,completed
450,510,2023-09-23,pending
451,183,2023-11-07,completed
452,386,2023-09-18,completed
453,574,2023-04-07,completed
454,731,2023-07-20,completed
455,405,2023-06-01,pending
456,246,2023-11-27,completed
457,742,2023-01-28,completed
458,591,2023-05-03,completed
459,661,2023-09-11,completed
460,650,2023-07-17,completed
461,471,2023-02-27,completed
462,826,2023-05-04,completed
463,888,2023-09-13,completed
464,423,2023-11-23,completed
465,901,2023-11-01,completed
466,65,2023-02-06,completed
467,13,2023-09-28,completed
468,213,2023-01-07,completed
469,986,2023-07-04,completed
470,242,2023-06-12,completed
471,493,2023-03-09,completed
472,213,2023-07-18,completed
473,693,2023-10-19,completed
474,338,2023-08-04,completed
475,997,2023-07-07,completed
476,173,2023-10-07,completed
477,672,2023-12-16,completed
478,164,2023-03-30,cancelled
479,465,2023-08-30,completed
480,995,2023-02-07,completed
481,497,2023-01-09,pending
482,700,2023-10-28,completed
483,395,2023-02-04,completed
484,703,2023-01-08,completed
485,917,2023-05-15,completed
486,308,2023-04-21,cancelled
487,768,2023-01-21,refunded
488,183,2023-01-31,completed
489,629,2023-07-23,completed
490,794,2023-09-17,pending
491,510,2023-05-27,completed
492,708,2023-11-18,completed
493,546,2023-12-31,pending
494,564,2023-09-14,completed
495,624,2023-08-01,completed
496,764,2023-08-05,completed
497,594,2023-12-26,pending
498,744,2023-07-25,completed
499,227,2023-02-12,completed
500,745,2023-11-24,completed
501,733,2023-10-02,completed
502,436,2023-10-03,completed
503,925,2023-11-12,completed
504,422,2023-03-20,completed
505,554,2023-05-23,completed
506,21,2023-02-12,cancelled
507,554,2023-06-08,completed
508,397,2023-02-10,cancelled
509,625,2023-09-19,completed
510,105,2023-04-15,completed
511,192,2023-03-21,completed
512,17,2023-10-02,completed
513,120,2023-06-17,cancelled
514,393,2023-07-20,completed
515,425,2023-10-28,completed
516,129,2023-11-21,completed
517,130,2023-11-29,completed
518,572,2023-12-15,completed
519,560,2023-11-26,completed
520,29,2023-02-03,completed
521,97,2023-06-08,completed
522,10,2023-12-24,completed
523,242,2023-08-12,completed
524,826,2023-05-03,completed
525,956,2023-01-30,completed
526,232,2023-05-06,completed
527,789,2023-02-14,completed
528,284,2023-08-11,completed
529,715,2023-03-01,completed
530,759,2023-08-21,pending
531,802,2023-11-10,completed
532,776,2023-11-08,completed
533,955,2023-01-29,pending
534,726,2023-06-08,completed
535,200,2023-12-08,completed
536,945,2023-12-03,cancelled
537,79,2023-03-31,completed
538,913,2023-03-03,completed
539,956,2023-01-07,completed
540,855,2023-12-29,completed
541,856,2023-03-12,completed
542,173,2023-12-26,completed
543,467,2023-01-06,completed
544,581,2023-03-25,completed
545,416,2023-09-12,pending
546,940,2023-06-27,completed
547,449,2023-09-25,pending
548,87,2023-09-22,pending
549,101,2023-05-13,completed
550,8,2023-03-27,completed
551,845,2023-07-10,completed
552,200,2023-03-06,cancelled
553,505,2023-05-18,completed
554,87,2023-03-02,completed
555,43,2023-01-16,completed
556,385,2023-06-21,completed
557,621,2023-08-08,completed
558,435,2023-05-20,completed
559,408,2023-09-26,completed
560,483,2023-02-02,completed
561,664,2023-05-15,pending
562,17,2023-12-31,completed
563,645,2023-10-23,cancelled
564,148,2023-11-18,completed
565,277,2023-02-09,completed
566,232,2023-09-12,completed
567,826,2023-08-22,completed
568,927,2023-09-19,cancelled
569,366,2023-07-04,completed
570,228,2023-01-29,pending
571,651,2023-09-13,completed
572,436,2023-10-18,completed
573,399,2023-03-27,completed
574,211,2023-07-08,completed
575,391,2023-03-22,completed
576,499,2023-05-11,pending
577,540,2023-02-22,completed
578,563,2023-10-21,completed
579,491,2023-12-12,completed
580,442,2023-03-01,completed
581,261,2023-04-27,completed
582,773,2023-09-18,completed
583,350,2023-01-02,completed
584,352,2023-01-23,completed
585,520,2023-01-07,completed
586,320,2023-05-06,completed
587,138,2023-01-24,completed
588,550,2023-08-30,completed
589,623,2023-07-06,completed
590,992,2023-07-16,completed
591,368,2023-03-18,completed
592,220,2023-04-02,completed
593,337,2023-01-19,completed
594,223,2023-10-11,completed
595,648,2024-01-01,completed
596,768,2023-12-02,completed
597,360,2023-08-03,completed
598,921,2023-04-25,completed
599,329,2023-06-14,pending
600,962,2023-05-08,completed
601,463,2023-08-02,completed
602,946,2023-06-13,completed
603,963,2023-05-19,pending
604,561,2023-02-09,completed
605,804,2023-10-20,cancelled
606,382,2023-07-10,completed
607,836,2023-03-03,completed
608,590,2023-09-15,completed
609,617,2023-12-11,completed
610,169,2023-01-27,cancelled
611,217,2023-04-02,completed
612,378,2023-04-25,completed
613,119,2023-09-22,completed
614,190,2023-01-24,completed
615,767,2023-07-25,completed
616,370,2023-02-05,completed
617,778,2023-08-27,cancelled
618,149,2023-05-25,completed
619,676,2023-06-09,completed
620,652,2023-06-17,completed
621,859,2023-02-14,completed
622,488,2023-10-11,completed
623,770,2023-08-22,pending
624,374,2023-01-05,completed
625,781,2023-07-08,completed
626,693,2023-04-13,completed
627,160,2023-05-30,refunded
628,351,2023-10-16,completed
629,912,2023-06-05,completed
630,288,2023-11-15,completed
631,288,2023-05-05,completed
632,892,2023-08-26,completed
633,226,2023-07-08,completed
634,523,2023-10-30,completed
635,522,2023-09-10,completed
636,783,2023-04-11,completed
637,273,2023-10-07,completed
638,936,2023-05-06,completed
639,402,2023-03-19,completed
640,183,2023-01-04,completed
641,969,2023-07-29,completed
642,665,2023-01-13,completed
643,488,2023-04-30,completed
644,827,2023-10-05,completed
645,846,2023-06-27,refunded
646,124,2023-11-22,completed
647,985,2023-12-22,pending
648,626,2023-01-05,completed
649,790,2023-06-21,completed
650,414,2023-01-01,completed
651,980,2023-12-03,completed
652,725,2023-07-12,completed
653,172,2023-06-07,completed
654,288,2023-02-23,pending
655,435,2023-04-16,completed
656,686,2023-09-29,completed
657,113,2023-05-02,completed
658,888,2023-08-03,completed
659,917,2023-09-09,completed
660,995,2023-01-31,completed
661,122,2023-03-14,pending
662,544,2023-12-31,completed
663,222,2023-05-24,completed
664,631,2023-02-17,completed
665,39,2023-01-23,completed
666,497,2023-04-29,completed
667,780,2023-09-24,completed
668,233,2023-07-31,completed
669,943,2023-12-25,completed
670,530,2023-07-10,completed
671,149,2023-08-23,refunded
672,397,2023-02-13,completed
673,661,2023-10-25,completed
674,638,2023-02-18,completed
675,904,2023-09-16,completed
676,302,2023-03-10,completed
677,360,2023-11-23,completed
678,238,2023-07-21,completed
679,647,2023-02-08,completed
680,663,2023-10-31,completed
681,236,2023-10-18,completed
682,736,2023-02-01,pending
683,203,2023-08-11,pending
684,256,2023-12-06,completed
685,598,2023-03-08,completed
686,662,2023-05-02,completed
687,235,2023-05-30,refunded
688,345,2023-05-14,completed
689,534,2023-06-11,refunded
690,860,2023-07-21,completed
691,797,2023-12-25,completed
692,781,2023-06-17,completed
693,466,2023-06-12,refunded
694,770,2023-08-20,pending
695,541,2023-05-20,completed
696,213,2023-04-30,completed
697,463,2023-02-08,completed
698,436,2023-04-14,completed
699,283,2023-03-11,completed
700,562,2023-10-27,completed
701,607,2023-02-25,completed
702,463,2023-03-21,completed
703,407,2023-02-24,completed
704,88,2023-03-26,completed
705,44,2023-08-19,completed
706,461,2023-08-27,completed
707,278,2023-06-10,completed
708,683,2023-07-28,completed
709,421,2023-03-03,completed
710,701,2023-10-02,completed
711,353,2023-07-03,completed
712,696,2023-04-17,completed
713,515,2023-08-20,completed
714,703,2023-06-07,pending
715,630,2023-08-26,pending
716,19,2023-05-16,completed
717,23,2023-03-03,completed
718,413,2023-02-16,completed
719,30,2023-03-22,cancelled
720,807,2023-12-18,completed
721,108,2023-06-05,completed
722,367,2023-12-27,completed
723,281,2023-12-23,completed
724,128,2023-11-05,completed
725,229,2023-01-21,completed
726,111,2023-04-21,completed
727,136,2023-06-17,completed
728,362,2023-03-17,completed
729,186,2023-02-16,completed
730,656,2023-12-31,pending
731,584,2023-05-08,completed
732,129,2023-07-02,completed
733,876,2023-07-22,completed
734,261,2023-09-20,completed
735,515,2023-01-26,cancelled
736,449,2023-12-13,completed
737,900,2023-06-03,pending
738,104,2023-05-14,completed
739,483,2023-03-31,pending
740,224,2023-01-16,completed
741,832,2023-07-27,completed
742,874,2023-08-20,completed
743,866,2023-10-12,cancelled
744,491,2023-10-09,pending
745,473,2023-05-08,completed
746,10,2023-02-18,pending
747,405,2023-08-25,completed
748,896,2023-02-22,completed
749,302,2023-03-13,completed
750,231,2023-03-04,completed
751,731,2023-01-07,completed
752,923,2023-02-01,completed
753,66,2023-04-24,completed
754,937,2023-03-08,completed
755,112,2023-04-12,completed
756,13,2023-07-25,completed
757,393,2023-07-10,completed
758,500,2023-12-18,completed
759,932,2023-11-19,completed
760,598,2023-11-27,completed
761,234,2023-02-13,completed
762,602,2023-10-26,completed
763,314,2023-10-28,completed
764,566,2023-05-13,completed
765,12,2023-02-08,completed
766,209,2023-01-12,completed
767,974,2023-02-03,completed
768,14,2023-04-12,cancelled
769,633,2023-11-27,cancelled
770,418,2023-08-16,completed
771,437,2023-03-07,completed
772,377,2023-02-17,completed
773,20,2023-06-19,completed
774,587,2023-03-04,cancelled
775,912,2023-01-22,completed
776,755,2023-08-25,completed
777,735,2023-01-26,completed
778,70,2023-03-28,refunded
779,824,2023-10-21,completed
780,211,2023-08-10,completed
781,101,2023-07-22,completed
782,698,2023-09-12,completed
783,132,2023-01-16,completed
784,623,2023-07-15,completed
785,381,2023-12-16,cancelled
786,132,2023-08-07,pending
787,20,2023-03-30,pending
788,906,2023-07-01,completed
789,536,2023-04-20,completed
790,227,2023-04-06,completed
791,154,2023-05-21,completed
792,805,2023-05-24,completed
793,742,2023-08-17,completed
794,469,2023-03-18,completed
795,822,2023-01-18,completed
796,1000,2023-11-11,completed
797,871,2023-11-14,completed
798,405,2023-11-12,completed
799,202,2023-05-06,completed
800,38,2023-11-28,completed
801,942,2023-06-01,completed
802,772,2023-09-13,completed
803,188,2023-07-30,completed
804,57,2023-10-09,completed
805,941,2023-09-03,completed
806,20,2023-02-01,completed
807,273,2023-02-14,completed
808,119,2023-05-24,completed
809,583,2023-07-16,completed
810,516,2023-03-12,completed
811,221,2023-08-03,completed
812,526,2023-04-13,completed
813,515,2023-11-26,pending
814,728,2023-09-27,completed
815,741,2023-05-08,completed
816,336,2023-11-19,completed
817,698,2023-10-06,completed
818,55,2023-01-10,completed
819,500,2023-07-15,completed
820,900,2024-01-01,completed
821,888,2023-07-03,completed
822,766,2023-09-03,completed
823,536,2023-10-06,completed
824,162,2023-09-06,completed
825,670,2023-06-26,completed
826,594,2023-10-17,completed
827,915,2023-09-15,pending
828,159,2023-06-14,completed
829,188,2023-07-18,completed
830,60,2023-05-19,completed
831,915,2023-04-03,completed
832,817,2023-01-14,pending
833,319,2023-06-13,completed
834,878,2023-11-02,cancelled
835,211,2023-04-23,completed
836,406,2023-01-16,completed
837,664,2023-05-24,completed
838,109,2023-01-30,pending
839,76,2023-08-30,completed
840,542,2023-09-29,completed
841,314,2023-07-03,completed
842,998,2023-10-27,completed
843,117,2023-04-30,pending
844,927,2023-03-23,completed
845,868,2023-02-21,completed
846,704,2023-05-07,completed
847,19,2023-12-03,completed
848,432,2023-05-04,cancelled
849,685,2023-05-17,completed
850,740,2023-10-01,completed
851,350,2023-01-29,pending
852,183,2023-04-23,completed
853,113,2023-10-22,completed
854,183,2023-07-18,completed
855,481,2023-07-01,completed
856,146,2023-03-30,completed
857,831,2023-04-01,pending
858,628,2023-05-02,completed
859,113,2023-10-31,completed
860,763,2023-06-12,cancelled
861,476,2023-12-24,completed
862,763,2023-07-03,completed
863,303,2023-10-30,completed
864,971,2023-01-15,pending
865,825,2023-12-27,completed
866,118,2023-12-25,completed
867,813,2023-06-30,completed
868,161,2023-10-18,completed
869,401,2023-10-16,completed
870,198,2023-03-14,completed
871,260,2023-10-16,completed
872,660,2023-04-07,completed
873,752,2023-09-10,cancelled
874,47,2023-10-05,completed
875,987,2023-06-08,completed
876,399,2023-03-31,completed
877,710,2023-09-09,completed
878,559,2023-01-20,completed
879,78,2023-02-16,completed
880,124,2023-01-29,completed
881,75,2023-04-30,completed
882,871,2023-11-05,completed
883,137,2023-04-23,completed
884,602,2023-01-11,completed
885,400,2023-09-27,completed
886,837,2023-09-02,completed
887,505,2023-01-01,completed
888,500,2023-06-19,completed
889,573,2023-11-11,completed
890,138,2023-04-14,completed
891,50,2023-03-08,completed
892,771,2023-06-24,completed
893,973,2023-04-01,completed
894,619,2023-06-15,cancelled
895,625,2023-01-31,completed
896,862,2023-01-12,cancelled
897,254,2023-03-17,completed
898,630,2023-10-28,completed
899,710,2023-12-27,pending
900,849,2023-03-14,completed
901,877,2023-02-26,completed
902,563,2023-09-27,completed
903,757,2023-07-06,completed
904,915,2023-02-07,completed
905,426,2023-07-11,completed
906,547,2023-12-27,completed
907,302,2023-12-06,completed
908,922,2023-07-22,cancelled
909,581,2023-10-28,completed
910,349,2023-02-21,completed
911,832,2023-06-22,completed
912,933,2023-06-04,completed
913,980,2023-06-15,completed
914,49,2023-03-11,completed
915,917,2023-03-22,completed
916,74,2023-08-12,completed
917,704,2023-11-24,completed
918,261,2023-09-07,cancelled
919,356,2023-11-29,completed
920,582,2023-06-12,completed
921,602,2023-03-31,completed
922,260,2023-12-29,completed
923,638,2023-10-15,pending
924,743,2023-12-22,completed
925,295,2023-11-11,completed
926,931,2023-07-02,completed
927,641,2023-04-25,completed
928,792,2023-12-07,completed
929,313,2023-10-29,completed
930,612,2023-03-31,pending
931,838,2023-07-13,completed
932,809,2023-06-07,pending
933,182,2023-12-19,completed
934,686,2023-05-31,completed
935,828,2023-03-07,completed
936,364,2023-04-01,completed
937,188,2023-01-01,completed
938,569,2023-12-26,completed
939,543,2023-10-21,completed
940,596,2023-07-20,completed
941,664,2023-10-18,completed
942,985,2023-01-17,completed
943,548,2023-04-04,completed
944,725,2023-11-05,completed
945,926,2023-06-12,completed
946,408,2023-11-10,completed
947,876,2023-04-24,pending
948,618,2023-11-24,completed
949,414,2023-10-17,completed
950,342,2023-02-23,cancelled
951,220,2023-09-12,completed
952,903,2023-03-14,cancelled
953,163,2023-06-19,completed
954,951,2023-02-09,completed
955,220,2023-05-02,completed
956,270,2023-06-27,completed
957,632,2023-06-13,completed
958,906,2023-03-27,completed
959,848,2023-11-22,completed
960,400,2023-02-15,completed
961,182,2023-12-29,completed
962,991,2023-12-10,completed
963,618,2023-11-24,completed
964,729,2023-06-21,completed
965,205,2023-08-17,cancelled
966,582,2023-01-06,completed
967,556,2023-05-16,pending
968,841,2023-04-18,completed
969,813,2023-05-08,completed
970,228,2023-12-21,completed
971,696,2023-02-04,completed
972,619,2023-06-29,completed
973,596,2023-05-12,completed
974,850,2023-02-25,completed
975,250,2023-01-01,completed
976,875,2023-01-25,completed
977,441,2023-07-17,completed
978,533,2023-08-13,completed
979,196,2023-08-03,completed
980,690,2023-03-27,completed
981,929,2023-07-31,completed
982,987,2023-09-10,completed
983,519,2023-07-13,completed
984,70,2023-06-29,completed
985,639,2023-10-07,completed
986,399,2023-07-12,completed
987,978,2023-02-21,completed
988,672,2023-09-03,cancelled
